Employee_ID,First Name,Last Name,Gender,State,City,Education Level,Birthdate,Hiredate,Termdate,Department,Job Title,Salary,Performance Rating
00-38521600,Joseph,Ramirez,Male,New York,Buffalo,Master,22/05/1986,8/1/2024,,IT,Software Developer,"$93,355.00",Excellent
00-83622284,Brian,Vaughn,Male,Michigan,Detroit,Master,31/08/1981,25/09/2018,,IT,System Administrator,"$74,990.00",Good
00-43064672,Brittany,Padilla,Male,New York,Rochester,Bachelor,2/6/1993,8/2/2022,,Customer Service,Help Desk Technician,"$71,566.00",Satisfactory
00-23591973,Annette,Moore,Male,Michigan,Detroit,Master,26/01/1984,25/05/2019,,IT,System Administrator,"$72,963.00",Good
00-49733158,Whitney,Allen,Male,Michigan,Grand Rapids,Bachelor,1/1/1979,1/8/2020,,Sales,Sales Representative,"$73,934.00",Good
00-41724268,Dawn,Brown,Male,New York,Rochester,Bachelor,20/12/1997,7/7/2021,,Operations,Logistics Coordinator,"$62,075.00",Satisfactory
00-98217691,Jennifer,Collins,Male,New York,Buffalo,Master,17/10/1964,3/9/2016,,Sales,Sales Specialist,"$57,925.00",Excellent
00-40145757,Sandra,Thomas,Male,New York,Buffalo,Bachelor,7/8/1982,18/04/2022,,Operations,Logistics Coordinator,"$66,475.00",Good
00-23623919,Amy,Owens,Female,New York,Rochester,Bachelor,26/02/1990,17/08/2019,,Operations,Operations Analyst,"$78,437.00",Good
00-36405217,Jessica,Grant,Female,New York,Rochester,Bachelor,8/4/1978,28/02/2022,,Customer Service,Support Specialist,"$62,146.00",Excellent
00-42862288,Julie,Bird,Male,New York,Rochester,High School,19/11/1997,3/12/2015,,Customer Service,Customer Service Representative,"$58,723.00",Satisfactory
00-27555507,Sarah,Russell,Male,New York,Buffalo,High School,25/07/1999,13/03/2018,,Operations,Inventory Specialist,"$55,673.00",Satisfactory
00-32286339,Gregory,Miller,Male,West Virginia,Huntington,Bachelor,15/06/1987,12/7/2023,,Operations,Inventory Specialist,"$63,798.00",Satisfactory
00-46758166,Megan,Leon,Male,New York,Rochester,Master,26/08/1984,13/03/2020,,Operations,Operations Analyst,"$56,976.00",Needs Improvement
00-74689395,Keith,Baker,Female,New York,Rochester,Master,22/08/2002,11/12/2024,,Sales,Sales Specialist,"$106,945.00",Excellent
00-84615922,Heather,Nunez,Female,Virginia,Richmond,PhD,6/10/1965,8/3/2023,,Sales,Sales Specialist,"$78,500.00",Good
00-46923094,Robert,Rodriguez,Male,New York,New York City,High School,11/6/1961,17/11/2020,,Customer Service,Support Specialist,"$59,746.00",Satisfactory
00-26439804,Christy,Johnson,Male,New York,Buffalo,Bachelor,27/09/1972,28/04/2024,,Sales,Sales Representative,"$69,501.00",Good
00-36368322,Patrick,Reynolds,Male,Pennsylvania,Pittsburgh,Bachelor,14/05/1992,24/09/2020,,IT,Software Developer,"$92,917.00",Good
00-69327130,Patrick,Williams,Female,Michigan,Grand Rapids,High School,22/06/1991,5/1/2019,,Customer Service,Customer Service Representative,"$62,230.00",Satisfactory
00-47308656,Edward,Ross,Male,New York,Rochester,Bachelor,27/10/1984,27/09/2023,,Sales,Sales Representative,"$78,868.00",Satisfactory
00-94937629,Denise,Brown,Male,New York,Buffalo,Master,12/6/1981,28/12/2017,,Sales,Sales Consultant,"$68,451.00",Good
00-56234339,Edward,Johnson,Female,North Carolina,Greensboro,Bachelor,12/7/1970,19/08/2022,,Customer Service,Customer Service Representative,"$65,115.00",Satisfactory
00-35669800,Matthew,Sparks,Male,Ohio,Cincinnati,High School,29/08/1992,31/05/2020,,IT,IT Support Specialist,"$58,687.00",Good
00-88528019,Patricia,Gutierrez,Male,New York,New York City,Bachelor,9/4/1987,22/02/2023,,Operations,Logistics Coordinator,"$63,612.00",Good
00-50342521,Chad,Ward,Female,New York,Buffalo,Master,15/07/1990,8/6/2015,,Sales,Sales Consultant,"$85,128.00",Needs Improvement
00-86860780,Susan,Silva,Male,New York,Rochester,Bachelor,28/09/2002,4/1/2017,,HR,Recruiter,"$62,548.00",Satisfactory
00-99626514,Matthew,Alvarez,Male,New York,Buffalo,Master,1/7/2000,1/5/2016,,Operations,Operations Analyst,"$69,246.00",Good
00-61441320,Anthony,Davis,Female,New York,New York City,Bachelor,8/4/1979,5/4/2022,,IT,Software Developer,"$86,166.00",Satisfactory
00-21869032,Derrick,Moses,Male,New York,Rochester,Bachelor,5/6/1985,7/8/2021,,Finance,Accountant,"$71,143.00",Excellent
00-13432593,Tammy,Johnson,Female,North Carolina,Raleigh,Bachelor,30/11/1999,29/06/2019,,Operations,Inventory Specialist,"$56,488.00",Satisfactory
00-39319972,Javier,Murray,Female,Illinois,Naperville,High School,24/02/1986,15/03/2018,,Operations,Inventory Specialist,"$62,138.00",Good
00-14410593,Karen,Johnson,Male,New York,Buffalo,Bachelor,28/06/1979,24/06/2016,,Sales,Sales Representative,"$66,383.00",Good
00-32791279,George,Davis,Female,New York,Buffalo,Bachelor,13/10/1997,21/03/2018,,Operations,Logistics Coordinator,"$57,436.00",Satisfactory
00-25245600,Amber,James,Male,New York,Buffalo,Bachelor,10/10/1990,17/01/2019,,IT,System Administrator,"$107,022.00",Satisfactory
00-86193589,Julia,Kennedy,Female,Virginia,Richmond,Bachelor,27/09/1969,30/01/2021,,Operations,Logistics Coordinator,"$53,288.00",Satisfactory
00-14548283,Diana,Simpson,Female,New York,Rochester,Bachelor,18/12/1987,14/03/2022,,Operations,Inventory Specialist,"$56,474.00",Satisfactory
00-40389767,David,Brock,Male,New York,Buffalo,High School,22/04/1996,9/4/2017,,Customer Service,Help Desk Technician,"$81,035.00",Satisfactory
00-73919587,Leslie,Weeks,Male,New York,Buffalo,Bachelor,4/12/1963,27/10/2024,,Sales,Sales Representative,"$80,588.00",Satisfactory
00-74697129,Joshua,Russell,Male,New York,New York City,Bachelor,15/06/1969,13/02/2022,,Operations,Logistics Coordinator,"$69,670.00",Good
00-46726260,Yolanda,Rodriguez,Male,New York,Buffalo,Master,2/4/1989,5/3/2020,,IT,Software Developer,"$86,439.00",Needs Improvement
00-16119049,Amy,Haney,Female,Michigan,Detroit,PhD,8/1/1981,27/01/2023,,Sales,Sales Specialist,"$92,214.00",Good
00-45608258,Thomas,Smith,Female,New York,Rochester,Bachelor,5/9/1962,9/4/2016,,Operations,Operations Analyst,"$65,083.00",Satisfactory
00-68272017,Kirk,Russell,Male,North Carolina,Greensboro,High School,26/01/1994,26/02/2020,,Operations,Inventory Specialist,"$60,457.00",Good
00-19920492,Mandy,Malone,Male,Illinois,Chicago,Bachelor,20/02/1985,23/04/2024,,Operations,Inventory Specialist,"$62,591.00",Satisfactory
00-23922336,Melissa,Arias,Male,New York,New York City,Bachelor,14/06/1994,21/02/2019,,Sales,Sales Representative,"$70,161.00",Satisfactory
00-97839168,Isaiah,Thomas,Female,New York,Rochester,Bachelor,8/9/1967,9/9/2022,,Sales,Sales Specialist,"$56,363.00",Satisfactory
00-21145168,Ray,Thomas,Female,Virginia,Virginia Beach,High School,22/07/1962,12/3/2023,,Customer Service,Customer Service Representative,"$56,639.00",Good
00-51815603,Jason,Matthews,Female,New York,New York City,Bachelor,23/07/1987,21/10/2022,,Customer Service,Customer Service Representative,"$62,401.00",Satisfactory
00-30202738,Christopher,Best,Female,New York,Rochester,Bachelor,7/5/1979,20/12/2020,,Sales,Sales Representative,"$71,623.00",Good
00-65967954,Sharon,Cross,Female,Virginia,Richmond,Master,31/01/1985,14/08/2024,,Operations,Operations Analyst,"$87,398.00",Satisfactory
00-14426551,Joseph,Harmon,Male,New York,Buffalo,PhD,6/4/1996,23/06/2022,,Sales,Sales Specialist,"$80,834.00",Excellent
00-90828833,Lauren,Wells,Female,New York,Rochester,Bachelor,15/02/2000,12/3/2015,,Sales,Sales Consultant,"$84,050.00",Satisfactory
00-26373743,Nicholas,Johnson,Female,New York,New York City,Bachelor,11/2/1992,18/09/2024,,Finance,Accounts Payable Specialist,"$60,734.00",Good
00-77369800,Ian,May,Male,New York,New York City,Master,18/09/1978,18/05/2023,,IT,System Administrator,"$72,245.00",Good
00-84291824,Leslie,Walker,Female,North Carolina,Raleigh,PhD,4/10/1988,20/02/2017,,Sales,Sales Consultant,"$108,346.00",Good
00-38122623,Thomas,Miller,Male,New York,Buffalo,Bachelor,24/10/1979,30/06/2018,,Finance,Financial Analyst,"$106,848.00",Satisfactory
00-18238741,Carrie,Evans,Female,New York,New York City,Bachelor,20/09/1982,5/8/2022,,IT,IT Support Specialist,"$61,227.00",Good
00-22907499,Andrew,Arellano,Male,New York,New York City,Master,21/06/1988,22/02/2019,,IT,Software Developer,"$99,486.00",Needs Improvement
00-37569515,Joseph,Cooper,Female,New York,Rochester,High School,24/06/1971,25/09/2024,,Customer Service,Help Desk Technician,"$60,263.00",Good
00-20715605,Michael,Fernandez,Male,New York,Rochester,Bachelor,10/1/1967,13/02/2018,,Marketing,Marketing Coordinator,"$68,232.00",Satisfactory
00-21597807,Patrick,Anderson,Male,New York,New York City,Bachelor,21/01/1971,11/2/2023,,HR,HR Coordinator,"$70,637.00",Good
00-28150476,Bailey,Rodriguez,Male,Pennsylvania,Philadelphia,Master,24/07/2003,28/12/2023,,Operations,Operations Analyst,"$57,226.00",Excellent
00-51531940,Amanda,Nielsen,Male,Pennsylvania,Philadelphia,Bachelor,16/10/1990,5/2/2024,,IT,IT Support Specialist,"$62,255.00",Good
00-50729055,George,Jordan,Male,New York,Buffalo,Bachelor,5/4/1987,9/12/2023,,Operations,Logistics Coordinator,"$68,100.00",Excellent
00-10578224,Richard,Todd,Male,New York,Rochester,Bachelor,16/10/1999,21/04/2017,,Operations,Inventory Specialist,"$66,275.00",Satisfactory
00-97940069,Jessica,Lang,Male,New York,New York City,Bachelor,22/04/2003,9/12/2016,,Marketing,Marketing Coordinator,"$79,678.00",Excellent
00-27786534,Robert,Mendoza,Male,New York,New York City,Bachelor,28/06/1987,16/06/2023,,Finance,Accounts Payable Specialist,"$63,629.00",Excellent
00-94825727,Kylie,Odonnell,Male,North Carolina,Greensboro,Bachelor,15/07/1991,19/07/2017,,Operations,Logistics Coordinator,"$69,359.00",Good
00-20077458,Emily,Martinez,Female,New York,New York City,High School,26/09/1997,30/06/2023,,Customer Service,Help Desk Technician,"$71,187.00",Good
00-68537694,Nicolas,Brown,Male,Pennsylvania,Philadelphia,High School,23/08/2001,4/1/2019,,Marketing,Content Creator,"$63,478.00",Satisfactory
00-75882046,Vincent,Adams,Male,New York,New York City,Bachelor,9/12/1988,27/06/2018,,Operations,Logistics Coordinator,"$63,256.00",Satisfactory
00-91228073,Jonathan,Dixon,Female,New York,New York City,Master,31/03/1979,30/03/2016,,IT,Software Developer,"$97,470.00",Good
00-20695957,Samuel,Sandoval,Male,New York,New York City,Bachelor,5/4/2003,4/2/2015,,Operations,Operations Analyst,"$89,260.00",Good
00-50488852,Tiffany,Rodriguez,Male,New York,Rochester,High School,7/6/1980,13/01/2021,,Customer Service,Help Desk Technician,"$60,037.00",Needs Improvement
00-60861919,Travis,Harvey,Male,New York,Buffalo,Bachelor,29/11/1986,8/8/2016,,Operations,Logistics Coordinator,"$62,690.00",Good
00-32725647,David,Kim,Male,New York,Rochester,Master,20/03/1982,17/01/2017,,Sales,Sales Manager,"$118,447.00",Needs Improvement
00-56754892,Brent,Duncan,Male,New York,Rochester,Bachelor,11/12/1986,9/10/2017,,HR,HR Coordinator,"$68,864.00",Good
00-41872495,Kathryn,Mahoney,Female,New York,New York City,Bachelor,23/06/1972,25/10/2016,,Marketing,Content Creator,"$62,828.00",Satisfactory
00-54492673,Patricia,Villegas,Female,New York,Rochester,Master,7/1/1983,1/6/2016,,Sales,Sales Specialist,"$79,081.00",Good
00-68162241,Cathy,Cross,Male,New York,New York City,Bachelor,29/06/1959,19/02/2024,,Customer Service,Customer Service Representative,"$68,042.00",Excellent
00-18915990,Martha,Floyd,Female,New York,New York City,Bachelor,17/04/1981,31/03/2019,,Operations,Logistics Coordinator,"$60,707.00",Good
00-56223778,Joshua,Adams,Male,New York,Buffalo,Bachelor,29/08/1989,19/06/2018,,IT,IT Support Specialist,"$65,873.00",Good
00-98045225,Joseph,Blackburn,Female,New York,Buffalo,Bachelor,9/4/2002,16/01/2020,,Operations,Logistics Coordinator,"$62,141.00",Good
00-10270663,William,Wilson,Female,New York,New York City,Bachelor,4/3/1984,11/8/2017,,Sales,Sales Representative,"$57,572.00",Excellent
00-75304816,Tammy,Ortiz,Female,Michigan,Grand Rapids,Bachelor,4/5/1979,17/04/2022,,IT,System Administrator,"$91,379.00",Good
00-72618567,Ryan,Hernandez,Female,New York,New York City,High School,6/10/2000,28/11/2020,,Customer Service,Customer Service Representative,"$56,935.00",Good
00-92353546,Alec,Jones,Male,New York,New York City,Bachelor,10/5/1977,6/3/2017,,Sales,Sales Representative,"$76,003.00",Needs Improvement
00-67165857,James,Acosta,Female,New York,Rochester,High School,2/6/1993,24/09/2019,,Marketing,Content Creator,"$54,625.00",Satisfactory
00-86532704,Sheila,Hernandez,Female,New York,Buffalo,Bachelor,7/10/1967,6/1/2024,,Sales,Sales Representative,"$58,559.00",Satisfactory
00-17832182,Michael,Murphy,Male,New York,New York City,Bachelor,26/02/1977,8/12/2015,,Customer Service,Support Specialist,"$63,760.00",Good
00-94378401,Jared,Robinson,Male,New York,Rochester,Bachelor,8/3/2004,24/01/2022,,Operations,Logistics Coordinator,"$58,006.00",Good
00-70588258,Andrew,Dunn,Male,New York,New York City,Bachelor,19/08/1985,27/05/2018,,Sales,Sales Representative,"$74,274.00",Excellent
00-37945099,John,Carter,Female,New York,Buffalo,Bachelor,3/3/1992,5/10/2018,,Operations,Operations Analyst,"$82,502.00",Needs Improvement
00-29548080,Virginia,Chavez,Female,North Carolina,Greensboro,Master,16/02/1979,19/08/2023,,IT,Software Developer,"$99,375.00",Excellent
00-95651248,Daniel,Smith,Male,New York,New York City,PhD,22/09/1996,20/07/2022,,Customer Service,Customer Service Manager,"$71,187.00",Excellent
00-62306833,Adriana,Tate,Female,New York,Buffalo,High School,17/01/1994,9/8/2019,,Operations,Inventory Specialist,"$57,235.00",Satisfactory
00-64370744,Yvette,Martinez,Male,New York,New York City,Bachelor,31/08/1992,16/02/2018,,Operations,Logistics Coordinator,"$63,420.00",Good
00-11073065,Richard,Smith,Male,Michigan,Warren,High School,20/05/2000,14/08/2019,,Customer Service,Customer Service Representative,"$53,270.00",Good
00-21140488,Stephanie,Jefferson,Female,New York,Rochester,Master,16/03/1970,30/05/2017,,Operations,Operations Analyst,"$64,127.00",Satisfactory
00-24929252,Ashley,Figueroa,Male,New York,Buffalo,Bachelor,20/06/1978,1/3/2023,,IT,IT Support Specialist,"$61,182.00",Needs Improvement
00-60744107,Lori,Taylor,Male,New York,New York City,PhD,19/01/1985,11/7/2020,,Sales,Sales Manager,"$95,689.00",Satisfactory
00-34163569,James,Bryant,Female,New York,New York City,Bachelor,25/02/1992,19/11/2017,,Operations,Operations Analyst,"$72,538.00",Good
00-69737587,Brandi,Patel,Female,New York,Buffalo,Master,28/04/1984,28/10/2023,,Operations,Operations Analyst,"$86,995.00",Good
00-10460418,Barbara,Stevens,Female,Michigan,Grand Rapids,Bachelor,23/11/1987,5/10/2024,,Marketing,Marketing Coordinator,"$64,471.00",Needs Improvement
00-82678279,Christine,Price,Female,Michigan,Detroit,Bachelor,6/7/1991,29/07/2020,,Operations,Inventory Specialist,"$55,698.00",Excellent
00-23460777,Laura,Rogers,Female,New York,New York City,Bachelor,1/10/1976,31/07/2019,,Sales,Sales Consultant,"$86,573.00",Good
00-11034506,Vanessa,Tapia,Female,New York,Buffalo,Bachelor,17/02/1974,28/11/2019,,Sales,Sales Consultant,"$87,976.00",Satisfactory
00-77310485,Michelle,Kelley,Female,Michigan,Grand Rapids,Bachelor,4/12/1982,6/7/2022,,Marketing,SEO Specialist,"$69,231.00",Needs Improvement
00-98530136,Zoe,Price,Male,New York,Rochester,Bachelor,23/04/1983,16/01/2017,,Operations,Inventory Specialist,"$63,618.00",Needs Improvement
00-84116934,Brent,Morse,Female,Pennsylvania,Philadelphia,Bachelor,14/03/2003,13/11/2017,,Marketing,Marketing Coordinator,"$70,440.00",Good
00-30806860,Maureen,Lawrence,Female,New York,Buffalo,Bachelor,23/09/1998,18/04/2017,,Customer Service,Customer Service Representative,"$60,343.00",Good
00-73222248,Gabrielle,Wright,Male,North Carolina,Greensboro,High School,11/10/1992,16/02/2018,,Operations,Inventory Specialist,"$58,496.00",Satisfactory
00-35850974,Pamela,Sharp,Female,New York,Buffalo,Bachelor,3/12/2000,5/4/2018,,Customer Service,Customer Service Representative,"$59,167.00",Satisfactory
00-89926049,Stephanie,Miller,Male,New York,Rochester,High School,11/7/1993,7/2/2017,,HR,HR Assistant,"$57,614.00",Good
00-22384194,Alexandra,Miller,Female,Michigan,Detroit,Bachelor,7/5/2002,5/2/2015,,Sales,Sales Representative,"$71,097.00",Good
00-70716224,Eileen,Peters,Male,New York,New York City,Bachelor,20/05/2004,24/05/2021,,Operations,Inventory Specialist,"$59,380.00",Needs Improvement
00-60066663,Heather,Rivera,Male,New York,Buffalo,Bachelor,24/10/1986,24/02/2023,,Operations,Logistics Coordinator,"$61,433.00",Excellent
00-25496941,Katherine,Mccarty,Male,New York,Buffalo,Bachelor,8/11/1987,30/04/2024,,Finance,Accountant,"$63,961.00",Good
00-13986434,Edward,Smith,Female,New York,Buffalo,Master,29/03/1996,4/9/2023,,IT,System Administrator,"$84,173.00",Satisfactory
00-52773098,Jordan,Abbott,Male,Pennsylvania,Allentown,High School,22/08/1999,5/1/2024,,Customer Service,Help Desk Technician,"$65,762.00",Needs Improvement
00-32109952,Casey,Harris,Female,New York,New York City,Bachelor,31/07/1960,24/10/2022,,Sales,Sales Representative,"$59,142.00",Good
00-27616344,John,Gutierrez,Male,New York,Buffalo,Master,10/12/1984,12/1/2024,,IT,Software Developer,"$100,905.00",Satisfactory
00-68610285,Sean,Brooks,Female,Pennsylvania,Philadelphia,Bachelor,25/01/1983,12/8/2017,,Operations,Inventory Specialist,"$61,337.00",Good
00-99242012,Catherine,Wright,Female,New York,Buffalo,Master,1/2/1977,15/08/2018,,IT,Software Developer,"$95,050.00",Excellent
00-15494184,Pamela,Nelson,Female,New York,New York City,Bachelor,15/07/1962,6/6/2020,,Operations,Inventory Specialist,"$58,899.00",Needs Improvement
00-42247700,Ryan,Hernandez,Male,New York,New York City,Bachelor,9/9/1997,21/01/2015,,Sales,Sales Representative,"$59,762.00",Good
00-19769429,Cody,Pierce,Female,New York,Rochester,High School,31/10/1982,14/04/2015,,Customer Service,Help Desk Technician,"$61,908.00",Good
00-93491436,Nicole,Le,Male,New York,New York City,Bachelor,28/08/1998,11/11/2017,,Operations,Logistics Coordinator,"$70,596.00",Good
00-42559181,Donald,Carrillo,Female,New York,New York City,Bachelor,31/05/2001,20/12/2018,,Operations,Logistics Coordinator,"$56,985.00",Good
00-26944674,Christopher,Hunter,Female,Michigan,Grand Rapids,Bachelor,16/04/1978,24/12/2023,,Operations,Inventory Specialist,"$65,920.00",Good
00-22832144,Devin,Walker,Female,New York,Buffalo,Bachelor,24/03/2004,22/06/2024,,Operations,Logistics Coordinator,"$59,937.00",Satisfactory
00-73019381,Candace,Wang,Female,New York,Rochester,PhD,8/11/1972,1/1/2020,,Sales,Sales Manager,"$92,170.00",Satisfactory
00-94397189,Edward,Macdonald,Female,New York,New York City,Bachelor,10/7/1971,24/02/2016,,Finance,Financial Analyst,"$69,199.00",Satisfactory
00-21408835,Arthur,Reed,Female,New York,Buffalo,Bachelor,9/3/1988,11/12/2021,,Sales,Sales Specialist,"$76,207.00",Good
00-91905450,Chad,Baker,Male,New York,New York City,PhD,31/10/1973,7/5/2017,,Sales,Sales Specialist,"$83,857.00",Excellent
00-56218260,Rebecca,Mcdonald,Female,New York,New York City,Bachelor,16/07/1977,2/11/2020,,Marketing,Content Creator,"$59,281.00",Satisfactory
00-13347052,Roberta,Walsh,Female,New York,Rochester,Bachelor,18/04/1997,16/03/2022,,IT,IT Support Specialist,"$61,504.00",Needs Improvement
00-84935254,Robert,Moore,Male,North Carolina,Greensboro,PhD,20/04/1989,27/12/2020,,Sales,Sales Specialist,"$73,355.00",Satisfactory
00-29583570,Jeffrey,Forbes,Female,New York,Buffalo,High School,22/06/1999,7/1/2016,,Operations,Inventory Specialist,"$58,206.00",Satisfactory
00-69677601,Alan,Miller,Male,New York,New York City,Bachelor,9/2/1974,29/08/2017,,Operations,Operations Analyst,"$87,805.00",Satisfactory
00-64022294,Cody,Ingram,Female,New York,Buffalo,Bachelor,9/2/1994,24/02/2020,,Customer Service,Support Specialist,"$54,252.00",Satisfactory
00-54551385,Andrea,Rivera,Male,New York,Rochester,Bachelor,27/04/1968,1/8/2020,,Operations,Logistics Coordinator,"$76,788.00",Excellent
00-59939933,Darren,Barnes,Male,New York,New York City,Bachelor,19/12/1971,27/01/2020,,Customer Service,Customer Service Representative,"$66,419.00",Needs Improvement
00-12799227,Courtney,Hartman,Male,New York,New York City,Bachelor,4/2/1997,7/5/2020,,Sales,Sales Representative,"$67,164.00",Satisfactory
00-87297675,Michael,Smith,Male,North Carolina,Raleigh,Bachelor,13/10/1981,16/09/2023,,Customer Service,Help Desk Technician,"$82,565.00",Good
00-66250899,Michelle,Sanders,Female,Michigan,Grand Rapids,Master,6/5/1989,10/12/2021,,IT,Software Developer,"$90,718.00",Good
00-95581622,Anthony,Marshall,Male,New York,Buffalo,Bachelor,27/02/2003,9/3/2015,,Marketing,Marketing Coordinator,"$60,124.00",Excellent
00-30565671,Jeffery,Baker,Female,New York,Buffalo,Bachelor,8/11/1970,7/6/2020,,Operations,Logistics Coordinator,"$62,196.00",Needs Improvement
00-11982755,Andrew,Miller,Male,New York,New York City,Master,25/08/1974,7/8/2018,,Operations,Operations Analyst,"$75,039.00",Satisfactory
00-62144567,John,Thomas,Female,New York,Rochester,Bachelor,24/09/1980,3/2/2018,,Operations,Inventory Specialist,"$63,257.00",Satisfactory
00-41343627,Anthony,Cummings,Male,North Carolina,Raleigh,Bachelor,15/07/1987,17/10/2019,,Sales,Sales Representative,"$78,514.00",Satisfactory
00-69599673,Rebecca,Gonzalez,Male,Michigan,Detroit,Bachelor,28/05/1996,18/12/2023,,Marketing,SEO Specialist,"$80,269.00",Needs Improvement
00-52727864,David,Moss,Male,North Carolina,Raleigh,Bachelor,29/04/1985,26/12/2017,,Operations,Logistics Coordinator,"$64,343.00",Good
00-39886356,Courtney,Jones,Male,Michigan,Grand Rapids,PhD,23/03/1981,4/2/2019,,Sales,Sales Consultant,"$86,498.00",Satisfactory
00-50109750,David,Pena,Male,New York,New York City,Master,26/05/1987,12/4/2020,,IT,Software Developer,"$94,007.00",Good
00-28792282,Stacey,Espinoza,Male,Pennsylvania,Philadelphia,Master,18/11/1985,5/1/2018,,Sales,Sales Consultant,"$70,919.00",Satisfactory
00-78723270,Tyler,Jordan,Male,Michigan,Detroit,Master,10/11/1983,19/10/2017,,Sales,Sales Specialist,"$87,935.00",Good
00-63481505,Mark,Sosa,Male,Michigan,Warren,Bachelor,24/05/1962,27/10/2021,,Sales,Sales Representative,"$82,399.00",Good
00-92257967,Patricia,Mcintyre,Male,Michigan,Warren,High School,22/06/1973,20/10/2023,,Operations,Inventory Specialist,"$64,845.00",Satisfactory
00-50438993,Jonathan,Reyes,Male,New York,Rochester,Master,23/09/1969,18/01/2019,,Operations,Operations Analyst,"$78,760.00",Good
00-34206172,Tara,Torres,Male,New York,Buffalo,High School,10/6/1995,11/3/2018,,Customer Service,Help Desk Technician,"$57,716.00",Needs Improvement
00-47847277,Patricia,Good,Female,New York,New York City,Bachelor,14/09/1977,12/6/2022,,Sales,Sales Consultant,"$69,494.00",Good
00-28903037,Vanessa,Christian,Male,New York,Buffalo,Bachelor,23/07/1975,27/04/2023,,Sales,Sales Consultant,"$101,597.00",Good
00-50464166,Patrick,Burch,Male,New York,Rochester,High School,15/06/1989,11/2/2020,,Customer Service,Support Specialist,"$55,943.00",Satisfactory
00-20739634,Christy,Cook,Male,Michigan,Detroit,PhD,24/09/1961,3/1/2019,,Sales,Sales Specialist,"$57,447.00",Good
00-24845948,Michael,Ball,Male,Michigan,Warren,Master,15/01/1990,7/11/2022,,IT,Software Developer,"$87,286.00",Good
00-63461642,Connie,Harris,Female,North Carolina,Charlotte,Bachelor,29/12/1991,12/10/2021,,HR,Recruiter,"$58,763.00",Good
00-55370500,Kyle,Bruce,Female,North Carolina,Raleigh,High School,5/2/1996,11/4/2018,,IT,IT Support Specialist,"$56,749.00",Satisfactory
00-88511877,Jimmy,Grant,Female,New York,Buffalo,Bachelor,21/10/1996,12/6/2024,,Marketing,Marketing Coordinator,"$53,449.00",Good
00-76972974,Christopher,Kidd,Female,New York,New York City,Master,5/12/1986,26/07/2020,,IT,Software Developer,"$100,084.00",Needs Improvement
00-31763610,Gary,Bentley,Female,Pennsylvania,Allentown,Bachelor,4/4/1981,21/10/2017,,Operations,Logistics Coordinator,"$58,139.00",Needs Improvement
00-18245547,Craig,Shelton,Female,New York,Rochester,High School,11/10/1982,17/11/2017,,Customer Service,Customer Service Representative,"$61,060.00",Good
00-98202384,Stephen,Cisneros,Male,New York,Buffalo,Bachelor,8/2/1972,3/6/2017,,Sales,Sales Representative,"$74,998.00",Good
00-90501614,Shawn,Smith,Female,New York,Rochester,PhD,2/2/1995,2/6/2017,,Sales,Sales Consultant,"$106,932.00",Good
00-21081940,Melanie,Padilla,Male,New York,Buffalo,Bachelor,4/11/1984,31/05/2018,,Marketing,SEO Specialist,"$98,319.00",Good
00-28696461,Sarah,Frederick,Male,New York,New York City,High School,11/1/1993,31/10/2020,,Customer Service,Customer Service Representative,"$57,890.00",Good
00-47518437,Ricardo,Hernandez,Female,New York,Rochester,Bachelor,13/11/1986,20/02/2015,,IT,System Administrator,"$78,712.00",Good
00-68395899,Joshua,Jones,Female,New York,Buffalo,Bachelor,19/11/1986,26/12/2019,,Operations,Logistics Coordinator,"$60,456.00",Satisfactory
00-90543284,Christine,Ramos,Male,New York,Buffalo,Bachelor,30/04/1966,7/6/2016,,Sales,Sales Representative,"$70,608.00",Satisfactory
00-75145653,Melissa,Ramos,Male,Virginia,Norfolk,Master,24/06/1970,29/11/2017,,IT,Software Developer,"$97,179.00",Excellent
00-28634058,Megan,Tyler,Female,Ohio,Cincinnati,Bachelor,20/09/1982,24/04/2023,,Operations,Logistics Coordinator,"$60,079.00",Satisfactory
00-21678669,Thomas,Gallegos,Female,Pennsylvania,Allentown,Bachelor,6/8/1987,15/09/2019,,Operations,Logistics Coordinator,"$57,470.00",Needs Improvement
00-33734184,Erik,Brown,Female,New York,Buffalo,Bachelor,15/02/1984,22/03/2023,,Customer Service,Help Desk Technician,"$72,692.00",Satisfactory
00-42311297,Michael,Johnson,Male,New York,Buffalo,Master,16/08/1999,28/12/2020,,IT,System Administrator,"$78,520.00",Good
00-91084098,Daniel,Dixon,Female,New York,New York City,Bachelor,18/02/1996,14/07/2017,,Finance,Accounts Payable Specialist,"$54,090.00",Satisfactory
00-39701146,Ariel,Holder,Male,New York,New York City,High School,5/11/2001,26/02/2024,,IT,IT Support Specialist,"$60,761.00",Needs Improvement
00-14431462,David,Edwards,Male,New York,Rochester,Master,3/6/1985,15/04/2024,,IT,Software Developer,"$84,557.00",Good
00-40954383,Lisa,Parker,Male,Michigan,Warren,Bachelor,13/05/1976,29/04/2020,,Sales,Sales Representative,"$79,924.00",Needs Improvement
00-50543196,Jessica,Koch,Male,New York,Rochester,High School,22/05/1981,19/10/2020,,Marketing,Content Creator,"$60,870.00",Satisfactory
00-34823106,Nicholas,Hernandez,Female,New York,Buffalo,High School,7/12/2003,12/2/2017,,Customer Service,Customer Service Representative,"$61,078.00",Satisfactory
